name	N	ws	avg	std	rel_std	minv	maxv	amp
numba_didatic_mwsd	100	1	0.001294625331259643	5.539819515373004e-06	0.42790909320327275	0.0012886709882877767	0.0013020120095461607	1.334102125838399e-05
numba_didatic_mwsd	100	3	0.0015313783320986356	3.512922744008591e-05	2.2939613747795438	0.0015041000006021932	0.0015809759934199974	7.687599281780422e-05
numba_didatic_mwsd	100	5	0.0018472666706657037	1.7440583448025225e-06	0.09441291679744387	0.0018451039941282943	0.0018493750103516504	4.271016223356128e-06
numba_didatic_mwsd	100	7	0.0022001046648559472	8.603602950845795e-05	3.9105425702140946	0.0020786389941349626	0.002266991010401398	0.00018835201626643538
numba_didatic_mwsd	100	9	0.003224720664244766	0.00018626315597914674	5.776102037128535	0.00305549000040628	0.0034841549932025373	0.00042866499279625714
numba_didatic_mwsd	100	11	0.0036547373359402022	0.00029458469720722254	8.060352089063027	0.003263830003561452	0.0039749459974700585	0.0007111159939086065
numba_didatic_mwsd	100	13	0.004521651334168079	0.0008111565485527716	17.93938737432556	0.003718345004017465	0.005632519998471253	0.0019141749944537878
numba_didatic_mwsd	100	15	0.005195945001711759	0.0008194765128324979	15.771462410832457	0.0044303179893177	0.006332200005999766	0.001901882016682066
numba_didatic_mwsd	100	17	0.005709363996478108	0.0007192775595019159	12.598208135715488	0.004986289000953548	0.0066905080020660535	0.0017042190011125058
numba_didatic_mwsd	100	19	0.00774383032694459	0.0010138559360888708	13.092434793685602	0.006598040999961086	0.009063203993719071	0.0024651629937579855
numba_didatic_mwsd	100	21	0.008084094670872824	0.0008270192093660931	10.23020193400087	0.007332770997891203	0.009236014011548832	0.0019032430136576295
numba_didatic_mwsd	100	23	0.009071494661232768	0.0009884377230981113	10.896084493355012	0.008008523989701644	0.010389162998762913	0.0023806390090612695
numba_didatic_mwsd	100	25	0.010403488335820535	0.001343238355835722	12.91142271204151	0.009281751001253724	0.012292029001400806	0.003010278000147082
numba_didatic_mwsd	100	27	0.01002372867272546	5.147779145650117e-05	0.5135593064941204	0.009974904009141028	0.01009490700380411	0.00012000299466308206
numba_didatic_mwsd	100	29	0.012281788663434176	0.00046879276310516884	3.8169746765051986	0.0116829689941369	0.012827594997361302	0.0011446260032244027
numba_didatic_mwsd	100	31	0.014994774658892615	0.0008560501161547269	5.708989535544961	0.014145372988423333	0.01616654999088496	0.002021177002461627
numba_didatic_mwsd	100	33	0.015162989332263047	0.0006664294329574071	4.395105861740679	0.014669379001134075	0.01610510300088208	0.0014357239997480065
numba_didatic_mwsd	100	35	0.016637952003899652	0.0010952159948454468	6.582637061272607	0.01519959700817708	0.01785472199844662	0.0026551249902695417
numba_didatic_mwsd	100	37	0.021185479005604673	0.0027431002039925313	12.948020685616015	0.018799527009832673	0.02502747801190708	0.0062279510020744056
numba_didatic_mwsd	100	39	0.021529791668096248	0.0013575901851850221	6.3056354938945205	0.02024042999255471	0.023406437001540326	0.0031660070089856163
numba_didatic_mwsd	100	41	0.023892431670295384	0.0015375501935545694	6.435302252914471	0.021718611009418964	0.025023712005349807	0.003305100995930843
numba_didatic_mwsd	100	43	0.024410559330135584	0.002337034320244174	9.573866328245225	0.022319725001580082	0.027672708994941786	0.005352983993361704
numba_didatic_mwsd	100	45	0.023949605000476975	0.0007161887269904952	2.990398910446464	0.023392734001390636	0.024960713999462314	0.001567979998071678
numba_didatic_mwsd	100	47	0.027247359001194127	0.0018294951977378983	6.7143945864908225	0.024663553005666472	0.028655618996708654	0.003992065991042182
numba_didatic_mwsd	100	49	0.029589878327290837	0.0009165566898771621	3.097534500612728	0.028559785001561977	0.030786316987359896	0.0022265319857979193
numba_didatic_mwsd	100	51	0.031395446999037326	0.0005984956371886767	1.90631347662299	0.030789423995884135	0.03221016899624374	0.0014207450003596023
numba_didatic_mwsd	100	53	0.03252697167044971	0.0009775360536989415	3.00530914344854	0.03114564598945435	0.03326579701388255	0.0021201510244281963
numba_didatic_mwsd	100	55	0.03688215167009427	0.00023666222301413738	0.6416714109606407	0.03654967900365591	0.03708170400932431	0.0005320250056684017
numba_didatic_mwsd	100	57	0.03754483733791858	0.0020107512473231948	5.355599837137735	0.036047904010047205	0.04038712200417649	0.004339217994129285
numba_didatic_mwsd	100	59	0.04003767133205353	0.0010213017273818922	2.550851968666455	0.03897423399030231	0.04141580100986175	0.002441567019559443
numba_didatic_mwsd	200	1	0.0050736669994269805	6.170205940353899e-05	1.2161235534477846	0.004992706002667546	0.005142337991856039	0.0001496319891884923
numba_didatic_mwsd	200	3	0.00539344366795073	0.00022614346097941525	4.192932658650345	0.005188228999031708	0.005708480995963328	0.0005202519969316199
numba_didatic_mwsd	200	5	0.007093764662082928	0.000192926114878364	2.7196576721748125	0.00684766199265141	0.0073188249953091145	0.00047116300265770406
numba_didatic_mwsd	200	7	0.006630424997031999	2.7643493746729692e-05	0.4169188816569654	0.006596881998120807	0.006664585991529748	6.770399340894073e-05
numba_didatic_mwsd	200	9	0.010388883000511365	0.0006442991982344518	6.201813979450322	0.009729174998938106	0.011263045002124272	0.0015338700031861663
numba_didatic_mwsd	200	11	0.01195479667027636	0.0002128941663875291	1.780826326530969	0.011653719004243612	0.012105597008485347	0.00045187800424173474
numba_didatic_mwsd	200	13	0.014314687335475659	0.00051974115950111	3.6308243926016543	0.013732135004829615	0.014994126991950907	0.0012619919871212915
numba_didatic_mwsd	200	15	0.018088411995753024	0.002778248235013113	15.359271093921441	0.0157552969903918	0.02199274700251408	0.006237450012122281
